nome_prodotto,quantita,categoria,inizio_promozione,fine_promozione
"PASTA SFOGLIA ROTONDA LIGHT, RETTANGOLARE",230G,PANE,2025-06-17,2025-06-30
PIADA SFOGLIATA,300G,PANE,2025-02-25,2025-03-10
PIADA WRAP,330G,PANE,2025-10-07,2025-10-20
PIADELLE TOAST MULINO BIANCO,240G,PANE,2026-02-10,2026-02-23
PIADELLET TOAST MULINO BIANCO,240G,PANE,2024-11-05,2024-11-18
PIADINA IGP CLASSICA,3PZ,PANE,2024-02-13,2024-02-26
PIADINA INTEGRALE,250G,PANE,2026-03-10,2026-03-23
PIADINA ROMAGNA IGP ALIMENTA,360G,PANE,2024-08-27,2024-09-09
PIADINA ROMAGNOLA IGP ALLA RIMINESE,300G,PANE,2024-11-05,2024-11-18
PIADINA ROMANOLA IGP,300G,PANE,2026-04-07,2026-04-20
PINSA L'ARTIGIANO DELLA PINSA,250GX2,PANE,2026-06-02,2026-06-15
PINSA ROMANA CLASSICA,220G,PANE,2025-12-02,2025-12-15
PIZZA MARGHERITA APPETAIS,320G,PANE,2024-01-30,2024-02-12
PIZZA MARGHERITA APPETTAIS,320G,PANE,2025-07-29,2025-08-11
PIZZA MARGHERITA BELLA NAPOLI BUITONI,3PZ,PANE,2025-10-07,2025-10-20
PIZZETTE MIGNON MISTI,250G,PANE,2026-06-02,2026-06-15
PIZZETTE SNACK MARGHERITA,320G,PANE,2024-05-07,2024-05-20
ROSETTE SCHÄR,460G,PANE,2025-07-29,2025-08-11
SANDWICH ALTO PROTEICO IBIS,150G,PANE,2025-10-21,2025-11-03
SCHIACCIATELLE,320G,PANE,2024-10-22,2024-11-04
SCHIACCIATINE ARTIGIANALI,380G,PANE,2024-02-13,2024-02-26
SCHIACCIATINE OLIO DI OLIVA MAIS,250G,PANE,2025-11-04,2025-11-17
SPECIALITÀ DA FORNO KOME TE MINI PIZZETTA,30XB,PANE,2025-12-02,2025-12-15
SPECIALITÀ DA FORNO KOME TE PIZZETTA POMODORO E STRACCINO,500G,PANE,2025-12-02,2025-12-15
TARALLI CLASSICI,250G,PANE,2025-03-11,2025-03-24
"TARALLI CLASSICI, GUSTOSI",250G,PANE,2024-01-02,2024-01-15
TARALLI GLI ORIGINALI GUSTOSI,250G,PANE,2026-02-10,2026-02-23
TENERONI GRAN TERRE PROSCIUTTO COTTO,75X4,PANE,2025-07-15,2025-07-28
TORTILLA TONDA SENORITA AMICA CHIPS,185G,PANE,2024-01-02,2024-01-15
TORTILLAS ARROTOLABILE,330G,PANE,2025-06-03,2025-06-16
TRAMEZZINI PROTEICI,150G,PANE,2024-04-23,2024-05-06
TRAMEZZINO,N/D,PANE,2026-06-02,2026-06-15
TRAMEZZINO ALTO PROTEICO BRESALA E SALA E FORMAGGIO,150G,PANE,2026-04-21,2026-05-04
TRAMEZZINO DOPPIA FARCITURA,N/D,PANE,2025-10-07,2025-10-20
TRAMEZZINO PROTEICO,150G,PANE,2024-07-30,2024-08-12
TRAMEZZINO PROTEICO IBIS BRESAOLA E FORMAGGIO,150G,PANE,2024-10-22,2024-11-04
TRANCIO DI PIZZA MARGHERITA,400G,PANE,2026-06-02,2026-06-15
TRECCIA CREMA PASTICCIERA E GOCCE DI CIOCCOLATO,95G,PANE,2026-02-24,2026-03-09
VOL AU VENT,180G,PANE,2023-12-19,2023-12-31
APERI PASTA CARBONARA,225G,PASTA,2024-10-08,2024-10-21
APERTI PASTA CARBONARA SOAVEGEL,225G,PASTA,2024-03-12,2024-03-18
ASIA NOODLES KNORR,N/D,PASTA,2025-05-06,2025-05-19
BANZAI NUDOLS,67G,PASTA,2025-09-23,2025-10-06
CONDIVERDE RISO BIO SACLÀ,290G,PASTA,2024-06-04,2024-06-17
COUS COUS CON VERDURE,130G,PASTA,2026-06-02,2026-06-15
FARINA BARILLA,1KG,PASTA,2024-12-17,2024-12-31
FARINA BARILLA TIPO 00,1KG,PASTA,2025-12-16,2025-12-31
FARINA DI GRANO DURO E TENERO PER PIZZE E FOCACCE,1KG,PASTA,2025-01-14,2025-01-27
"FARINA DI GRANO TENERO TIPO ""00""",300G,PASTA,2026-01-02,2026-01-12
FARINA MANITOBA,1KG,PASTA,2024-03-12,2024-03-18
FARINA MARIAROSA,1KG,PASTA,2025-10-21,2025-11-03
FARINA MARIAROSA REBECCHI,1KG,PASTA,2024-01-16,2024-01-29
FARINA MIX ITALIA,1KG,PASTA,2026-01-13,2026-01-26
FARINA PER POLENTA BRAMATA,1KG,PASTA,2024-02-27,2024-03-11
FARINA RICCAFIBRA INTEGRALE,1KG,PASTA,2025-06-03,2025-06-16
FARINA TIPO 00,500G,PASTA,2025-09-09,2025-09-22
FARINA TIPO 1,1KG,PASTA,2024-04-02,2024-04-15
FARINA TIPO 1 GRANDI TENERO,1KG,PASTA,2026-03-10,2026-03-23
FARINATA GENOVESE,250G,PASTA,2025-01-28,2025-02-10
FARINATA GENOVESE APPETITE,280G,PASTA,2026-05-05,2026-05-18
FECOLA DI PATATE AMIDO DI MAIS PANEANGELI,250G,PASTA,2026-02-24,2026-03-09
FETTUCCINE ALL'UOVO AGNESI,250G,PASTA,2026-04-21,2026-05-04
FIOCCHI DI AVENA INTEGRALE VITAL,500G,PASTA,2024-09-10,2024-09-23
GNOCCHETTI DI NATALE,400G,PASTA,2025-12-16,2025-12-31
GNOCCHETTI SPÄTZLE AGLI SPINACI,250G,PASTA,2026-04-21,2026-05-04
GNOCCHETTI SPÄTZLE LA GPHI SPINACHI,350G,PASTA,2026-02-24,2026-03-09
GNOCCHI AGLI SPINACI,400G,PASTA,2025-11-04,2025-11-17
GNOCCHI AL BASILICO,400G,PASTA,2025-07-01,2025-07-14
GNOCCHI ALLA BARBABIETOLA,400G,PASTA,2026-02-10,2026-02-23
GNOCCHI ALLA ROMANA,500G,PASTA,2026-04-07,2026-04-20
GNOCCHI ALLA RUCOLA,400G,PASTA,2026-04-07,2026-04-20
GNOCCHI ALLA ZUCCA,400G,PASTA,2024-10-08,2024-10-21
GNOCCHI ALLA ZUCCA BERETTA,400G,PASTA,2025-10-07,2025-10-20
GNOCCHI ALLE ORTICHE,400G,PASTA,2026-06-02,2026-06-15
GNOCCHI DI PATATE,400G,PASTA,2026-01-13,2026-01-26
GNOCCHI DI PATATE KOME TE,400G,PASTA,2026-05-05,2026-05-18
GNOCCHI RIPIENI,500G,PASTA,2024-04-23,2024-05-06
GNOCCHI TRICOLORE,400G,PASTA,2025-09-09,2025-09-22
IL MIO RISOTTO STAR,175G,PASTA,2026-02-10,2026-02-23
LASAGNA ALLA BOLOGNESE CANNELLONI RICOTTA E SPINACI,N/D,PASTA,2025-01-28,2025-02-10
LASAGNE ALL'UOVO EMILIANE,500G,PASTA,2024-03-19,2024-04-01
LASAGNE BOLOGNESE SCHÄR,350G,PASTA,2025-01-28,2025-02-10
LASAGNE FRESCHE,500G,PASTA,2024-03-19,2024-04-01
LASAGNE FRESCHE DI SEMOLA SOAVE,500G,PASTA,2026-01-02,2026-01-12
LIEVITO,32G,PASTA,2026-01-27,2026-02-09
LIEVITO BIO SUN S.MARTINO,48G,PASTA,2026-02-10,2026-02-23
LIEVITO DI BIRRA MASTRO FORNAIO PANEANGELI,14G,PASTA,2026-03-24,2026-04-06
LIEVITO ISTANTANEO PANEANGELI,N/D,PASTA,2024-11-19,2024-12-02
LIEVITO VANIGLIATO,32G,PASTA,2025-02-11,2025-02-24
MAFFEI MEZZI PACCHERI FRESCHI,450G,PASTA,2026-05-05,2026-05-18
MAFFEI TROCCOLI FRESCHI,500G,PASTA,2026-05-05,2026-05-18
MEZZI PACCHERI MAFFEI,400G,PASTA,2026-02-24,2026-03-09
NOODLES,67G,PASTA,2025-01-28,2025-02-10
NOODLES KNORR,80G,PASTA,2025-09-09,2025-09-22
NOODLES SAKEBON STAR,N/D,PASTA,2024-06-18,2024-07-01
NOODLES SUN YAN,65G,PASTA,2026-02-10,2026-02-23
ORECCHIETTE TROFIE,1KG,PASTA,2025-04-08,2025-04-21
ORECCHIETTE TROFIE MAFFEI,400G,PASTA,2025-02-25,2025-03-10
PACCHERI,400G,PASTA,2025-06-17,2025-06-30
PACCHERI MAFFEI,400G,PASTA,2025-03-11,2025-03-24
PANEANGELLI FECOLA DI PATATE,250G,PASTA,2025-03-11,2025-03-24
PANGRATTATO BIANCO,400G,PASTA,2026-01-02,2026-01-12
PASTA ALL'UOVO,500G,PASTA,2024-09-24,2024-10-07
PASTA BARILLA SENZA GLUTINE,400G,PASTA,2025-07-29,2025-08-11
PASTA BASE FRESCA,250G,PASTA,2024-02-27,2024-03-11
PASTA BASE SFOGLIA,230G,PASTA,2024-01-02,2024-01-15
PASTA DI GRAGNANO D'APUZZO,500G,PASTA,2024-08-13,2024-08-26
PASTA DI GRAGNANO IGP LIGURI,1KG,PASTA,2025-05-06,2025-05-19
PASTA DI GRANO DURO,500G,PASTA,2024-07-16,2024-07-29
PASTA DI SEMOLA,400G,PASTA,2026-06-02,2026-06-15
PASTA DI SEMOLA BUCATINI,500G,PASTA,2025-02-25,2025-03-10
PASTA DI SEMOLA CORTICELLA,400G,PASTA,2025-06-03,2025-06-16
PASTA DI SEMOLA DI GRANO DURO BIO,500G,PASTA,2025-06-17,2025-06-30
PASTA DI SEMOLA FORMATI NORMALI,1KG,PASTA,2025-11-04,2025-11-17
PASTA DI SEMOLA VOIELLO,500G,PASTA,2026-05-05,2026-05-18
PASTA FILLO RETTANGOLARE,300G,PASTA,2024-04-23,2024-05-06
PASTA FRESCA,1KG,PASTA,2026-01-13,2026-01-26
PASTA FRESCA ALL UOVO,450G,PASTA,2024-06-18,2024-07-01
PASTA FRESCA ALL'UOVO,500G,PASTA,2026-04-07,2026-04-20
PASTA FRESCA DI SEMOLA DI GRANO DURO INTEGRALE BIOLOGICA,250G,PASTA,2024-01-16,2024-01-29
PASTA FRESCA INTEGRALE,250G,PASTA,2025-11-18,2025-12-01
PASTA FRESCA INTEGRALE MAFFEI,250G,PASTA,2026-01-27,2026-02-09
PASTA FRESCA MAFFEI,400G,PASTA,2026-06-02,2026-06-15
PASTA FRESCA PRONTA,230G,PASTA,2024-08-27,2024-09-09
PASTA FRESCA RIPIENA,500G,PASTA,2026-01-13,2026-01-26
PASTA FRESCA RIPIENA DI PESCE,200G,PASTA,2025-04-08,2025-04-21
PASTA FRESCA RIPIENA DIVERSE TIP,500G,PASTA,2023-12-19,2023-12-31
PASTA FRESCA SEFOGLIA,250G,PASTA,2026-04-21,2026-05-04
PASTA FRESCA SFOGLIA,200G,PASTA,2025-10-07,2025-10-20
PASTA FRESCA STROZZAPRETI TROCCOLI,500G,PASTA,2023-12-05,2023-12-18
PASTA FRESCA TROFIE OCCHIETTE,1KG,PASTA,2026-06-02,2026-06-15
PASTA FRESCA TROFIE ORECCHIETTE,1KG,PASTA,2025-09-23,2025-10-06
PASTA INTEGRALE MAFFEI,250G,PASTA,2025-08-26,2025-09-08
PASTA INTEGRALE MISURA,500G,PASTA,2025-07-29,2025-08-11
PASTA PRONTA,230G,PASTA,2025-02-25,2025-03-10
PASTA PRONTA FRESCA SFOGLIA,230G,PASTA,2026-01-02,2026-01-12
PASTA PRONTA SFOGLIA,230G,PASTA,2024-06-18,2024-07-01
PASTA PRONTA SFOGLIA LIGHT,230G,PASTA,2024-10-08,2024-10-21
PASTA PROTEIN DALLA COSTA,250G,PASTA,2025-05-06,2025-05-19
PASTA PROTEIN+ BARILLA,400G,PASTA,2026-04-21,2026-05-04
PASTA RIPIENA A BASE DI PESCE,200G,PASTA,2025-09-23,2025-10-06
PASTA SENZA GLUTINE DEL VERDE,400G,PASTA,2025-07-29,2025-08-11
PASTA SFOGLIA,250G,PASTA,2025-08-26,2025-09-08
PASTA SFOGLIA LIGHT,230G,PASTA,2026-02-24,2026-03-09
PASTA SFOGLIA ROTONDA,230G,PASTA,2026-06-02,2026-06-15
PASTA SFOGLIA ROTONDA MAFFEI,250G,PASTA,2025-07-01,2025-07-14
PASTA SFOGLIA VEGETALE STUFFER,250G,PASTA,2025-03-25,2025-04-07
PASTI IN SEMOLA,500G,PASTA,2024-09-24,2024-10-07
PENNE RIGATE,500G,PASTA,2024-04-02,2024-04-15
PIATTI PRONTI LASAGNE,300G,PASTA,2024-11-19,2024-12-02
"PIATTI PRONTI LASAGNE ALLA BOLOGNESE, CANNELLONI RICOTTA E SPINACI, MELANZANE ALLA PARMIGIANA",300G,PASTA,2024-05-07,2024-05-20
POLENTA,170G,PASTA,2025-01-28,2025-02-10
POLENTA BELLA & PRONTA,1KG,PASTA,2025-10-21,2025-11-03
POLENTA PRONTA,1KG,PASTA,2024-10-22,2024-11-04
POLENTE KOME TE,350G,PASTA,2026-01-02,2026-01-12
PREPARATO PER DOLCI ELAH,N/D,PASTA,2025-07-15,2025-07-28
PREPARATO PER PIZZA ISTANTANEA,450G,PASTA,2025-01-14,2025-01-27
PREPARATO PER RISOTTO,175G,PASTA,2024-09-24,2024-10-07
PRIMI,200G,PASTA,2026-04-07,2026-04-20
PRIMI PRONTI,400G,PASTA,2026-02-10,2026-02-23
PRIMI PRONTI APPETIT,N/D,PASTA,2024-10-08,2024-10-21
PRIMI PRONTI LASAGNE CANNELLONI MELANZANE,N/D,PASTA,2025-09-23,2025-10-06
RAVIOLI CINESI,300G,PASTA,2025-04-22,2025-05-05
RAVIOLI ERBA CIPOLLINA VERZA,300G,PASTA,2025-12-02,2025-12-15
RAVIOLI WEI MEI,300G,PASTA,2025-01-28,2025-02-10
RISETTE SNACK PROTEIN 26 SCOTTI,160G,PASTA,2026-04-21,2026-05-04
RISO APRI SCALA SCOTTI,N/D,PASTA,2025-09-09,2025-09-22
RISO ARBORIO,1KG,PASTA,2026-01-13,2026-01-26
RISO BASMATI E PROTEIN SCOTTI,500G,PASTA,2025-05-06,2025-05-19
RISO CLASSICO SCOTTI,500G,PASTA,2024-04-23,2024-05-06
RISO EXPRESS SAIKEBON,250G,PASTA,2024-11-05,2024-11-18
RISO IBE SCOTTI,500G,PASTA,2024-05-07,2024-05-20
RISO ORIGINARIO SCOTTI,1KG,PASTA,2026-01-02,2026-01-12
RISO PARBOILED,1KG,PASTA,2024-06-04,2024-06-17
RISO PARBOILED SCOTTI NON SCONCE,1KG,PASTA,2024-07-30,2024-08-12
RISO PER RISOTTI SCOTTI,1KG,PASTA,2026-05-19,2026-06-01
RISO PIÙ PUÒ,215G,PASTA,2025-07-29,2025-08-11
RISO RIBE,1KG,PASTA,2026-02-24,2026-03-09
RISO RIBE SCOTTI,200G,PASTA,2026-04-21,2026-05-04
RISOTTI STAR PUREI FUNGHI PORCINI,75G,PASTA,2025-10-21,2025-11-03
RISOTTO KNORR,175G,PASTA,2026-04-21,2026-05-04
SFOGLIA EXTRAFINE LASAGNE MAFFEI,250G,PASTA,2024-08-13,2024-08-26
SFOGLIA EXTRAFINE PER LASAGNE,250G,PASTA,2025-08-12,2025-08-25
SFOGLIA PER LASAGNE STRATIFANE,250G,PASTA,2024-05-21,2024-06-03
SPAGHETTI ASIA MIA,250G,PASTA,2026-05-05,2026-05-18
SPAGHETTI VONGOLE,500G,PASTA,2026-02-10,2026-02-23
SPÄTZLE AGLI SPINACI,250G,PASTA,2024-05-07,2024-05-20
STELLINE NIPIOL,300G,PASTA,2024-02-13,2024-02-26
STROZZAPRETI TROCCOLI,500G,PASTA,2025-09-09,2025-09-22
STROZZAPRETI TROCCOLI SOAVE,500G,PASTA,2024-12-03,2024-12-16
TAGLIATELLE ALL'UOVO EMILIANE,250G,PASTA,2024-03-19,2024-04-01
TAGLIATELLE ALL'UOVO EMILIANE BARILLA,250G,PASTA,2026-03-24,2026-04-06
TORTELLINI AL PROSCIUTTO CRUDO EMILIANE BARILLA,N/D,PASTA,2025-04-08,2025-04-21
TRIANGOLINI BIO,N/D,PASTA,2026-02-10,2026-02-23
TROCCOLI MAFFEI,500G,PASTA,2026-02-24,2026-03-09
"TROFIE, ORECCHIETTE INTEGRALI",250G,PASTA,2025-01-14,2025-01-27
"TROFIE, ORECCHIETTE INTEGRALI MAFFEI",250G,PASTA,2025-07-01,2025-07-14
TROFIETTE LIGURI,400G,PASTA,2025-07-15,2025-07-28
UDON NOODLES,N/D,PASTA,2026-05-05,2026-05-18
YAKISOBA SAIKEBON,93G,PASTA,2026-05-05,2026-05-18
ZUCCHERO AL VELO,70G,PASTA,2026-01-27,2026-02-09
ZUCCHERO BIANCO EXTRAFINO,1KG,PASTA,2026-01-27,2026-02-09
4 BISTECCHINE DI MARE,300G,PESCE,2025-01-03,2025-01-13
ALICI MARINATE,G200,PESCE,2026-06-02,2026-06-15
ALICI PANATE,200G,PESCE,2025-05-20,2025-06-02
ALICI PANATE SOAVEGEL,200G,PESCE,2024-04-23,2024-05-06
ANELLI DI TOTANO DELL'ATLANTICO,G400,PESCE,2026-06-02,2026-06-15
ANTIPASTI VOGLIAZZI,N/D,PESCE,2024-12-17,2024-12-31
ANTIPASTO DI MARE CON VERDURE MEDUSA,G400,PESCE,2026-06-02,2026-06-15
BACCALÀ ANGELO PARODI,G120,PESCE,2026-06-02,2026-06-15
BACCIOCHINI DI PESCE,300G,PESCE,2024-01-30,2024-02-12
BASTONCINI,300G,PESCE,2025-09-23,2025-10-06
BASTONCINI DI MERLUZZO,630G,PESCE,2026-03-24,2026-04-06
BASTONCINI DI MERLUZZO IMPANATI,300G,PESCE,2025-02-25,2025-03-10
BASTONCINI DI PESCE IMPANATI,300G,PESCE,2025-06-03,2025-06-16
BASTONCINI DI SURIMI,250G,PESCE,2025-04-22,2025-05-05
BASTONCINI FINDUS,400G,PESCE,2026-05-19,2026-06-01
BASTONCINI FINDUS CON MERLUZZO,250G,PESCE,2024-05-21,2024-06-03
BASTONCINI TIKO,300G,PESCE,2025-01-14,2025-01-27
BISTECCHINE DI MARE,300G,PESCE,2026-05-05,2026-05-18
BISTECCHINE DI MARE TIKO,300G,PESCE,2025-09-09,2025-09-22
BRANZINO CON VERDURE GRIGLIATE APPETTAIS,250G,PESCE,2024-02-13,2024-02-26
BURGER DI MERLUZZO BISTRÒ FINOS,90G,PESCE,2025-10-07,2025-10-20
CALAMARO INDOPACIFICO,450G,PESCE,2026-01-02,2026-01-12
CALAMARO INDOPACIFICO ANELLE E CUPPI,450G,PESCE,2025-10-21,2025-11-03
CALAMARO INDOPACIFICO ANELLI E CIUFFI,450G,PESCE,2026-05-05,2026-05-18
CALAMARO PATAGONICO,400G,PESCE,2025-09-23,2025-10-06
CAPRICCI DI MARE,400G,PESCE,2026-05-19,2026-06-01
COCKTAIL DI MAZZANCOLLE,180G,PESCE,2025-12-16,2025-12-31
CODE DI GAMBERI ARGENTINA,300G,PESCE,2026-01-02,2026-01-12
CODE DI GAMBERI ARGENTINI,300G,PESCE,2025-07-01,2025-07-14
CODE DI GAMBERO,400G,PESCE,2025-12-16,2025-12-31
CODE DI GAMBERO ARGENTINO,250G,PESCE,2026-03-24,2026-04-06
CODE DI MAZZANCOLLE TROPICALI,300G,PESCE,2024-08-27,2024-09-09
COZZE CILENE SGUESCIATE,G250,PESCE,2026-06-02,2026-06-15
COZZE CILENE SGUSCIATE APPETITAIS,250G,PESCE,2025-06-03,2025-06-16
COZZE CILENE SGUSCIATE E PRECOTTE,250G,PESCE,2025-12-16,2025-12-31
COZZE SGUSCIATE,900G,PESCE,2025-02-11,2025-02-24
CROCCANTI FILETTI DI MERLUZZO,400G,PESCE,2025-01-28,2025-02-10
CROCCOLE OMEGA 3 FINDUS,200G,PESCE,2026-01-02,2026-01-12
CUORI DI FILETTI DI SALMONE SELVAGGIO,250G,PESCE,2026-02-24,2026-03-09
CUORI DI FILETTO DI MERLUZZO,400G,PESCE,2024-09-10,2024-09-23
CUORI DI FILETTO DI NASELLO,300G,PESCE,2026-01-02,2026-01-12
CUORI DI MERLUZZO D'ALASKA,200G,PESCE,2026-05-19,2026-06-01
CUORI DI NASELLO,300G,PESCE,2026-02-10,2026-02-23
DELICIUS CANTABRICO,N/D,PESCE,2024-10-08,2024-10-21
DI FILETTO DI MERLUZZO,400G,PESCE,2026-03-10,2026-03-23
FILETTI DI ACCIUGHE,720G,PESCE,2025-09-23,2025-10-06
FILETTI DI ACQUOGNE,G400X2,PESCE,2026-06-02,2026-06-15
FILETTI DI ALICI,80G,PESCE,2026-01-27,2026-02-09
FILETTI DI ALICI ALL'OLIO DI GIRASOLE,140G,PESCE,2025-08-26,2025-09-08
FILETTI DI ALICI DEL MAR RIZZOLI,4G,PESCE,2024-02-27,2024-03-11
FILETTI DI ALICI DELICIUS ALL'OLIO DI OLIVA,90G,PESCE,2025-04-08,2025-04-21
FILETTI DI ALICI DI OLIVA ZAROTTI,95G,PESCE,2024-10-22,2024-11-04
FILETTI DI ALICI DISTESE DELICIUS,90G,PESCE,2026-03-24,2026-04-06
FILETTI DI MERLUZZO,400G,PESCE,2025-12-02,2025-12-15
FILETTI DI MERLUZZO CROCCANTE,400G,PESCE,2026-04-07,2026-04-20
FILETTI DI MERLUZZO D'ALASKA,400G,PESCE,2026-04-21,2026-05-04
FILETTI DI PANGASIO,800G,PESCE,2026-06-02,2026-06-15
FILETTI DI PLATESSA,N/D,PESCE,2026-03-24,2026-04-06
FILETTI DI PLATESSA ALLA MUGNAIA,250G,PESCE,2026-04-07,2026-04-20
FILETTI DI PLATESSA DEL PACIFICO,400G,PESCE,2026-03-24,2026-04-06
FILETTI DI PLATESSA IMPANATI,300G,PESCE,2026-06-02,2026-06-15
FILETTI DI SALMONE,150G,PESCE,2025-06-03,2025-06-16
FILETTI DI SGOMBRO,180G,PESCE,2025-09-23,2025-10-06
FILETTI DI SGOMBRO DELICIUS,150G,PESCE,2026-02-24,2026-03-09
FILETTI DI SGOMBRO GRIGLIATI AS DO MAR,120G,PESCE,2024-05-21,2024-06-03
FILETTI DI SGOMBRO MARUZZELLA,120G,PESCE,2024-07-16,2024-07-29
FILETTI DI SGOMBRO NOSTROMO,120G,PESCE,2025-01-14,2025-01-27
FILETTI DI SGOMBRO PEPERONCINO E ZENZERO,125G,PESCE,2025-06-03,2025-06-16
FILETTI DI TONNO ANGELO PARODI,G178,PESCE,2026-06-02,2026-06-15
FILETTI DI TONNO AS DO MAR,130G,PESCE,2024-05-21,2024-06-03
FILETTI DI TONNO ASDOMAR,180G,PESCE,2024-07-30,2024-08-12
FILETTI DI TONNO MAREBLU,160G,PESCE,2026-02-10,2026-02-23
FILETTI DI TONNO MARUZELLA,130G,PESCE,2026-05-19,2026-06-01
FILETTI DI TONNO MARUZZELLA ALL'OLIO DI OLIVA,250G,PESCE,2025-04-08,2025-04-21
FILETTI DI TONNO NOSSONO,N/D,PESCE,2025-10-21,2025-11-03
FILETTI DI TONNO PESCATO A CANNA MARUZELLA,150G,PESCE,2024-06-04,2024-06-17
FILETTI DI TONNO RIO MARE,180G,PESCE,2026-04-21,2026-05-04
FILETTI DISGOMBRO MAREBLU,N/D,PESCE,2025-06-03,2025-06-16
FILETTI E PANGASIO,800G,PESCE,2025-08-26,2025-09-08
FILETTO DI ALICI IN OLIO DI OLIVA,28G,PESCE,2026-04-21,2026-05-04
FILETTO DI BRANZINO CON VERDURE GRIGLIATE ORATA ALLA LIGURE,250G,PESCE,2025-01-28,2025-02-10
FILETTO DI SALMONE CALATA DI MARI,150G,PESCE,2025-08-26,2025-09-08
FILETTO DI SGOMBRO RUSTICO RIZZOLI,90GX2,PESCE,2025-01-28,2025-02-10
FILETTO DI TONNO PESCATO A CANNA ANGELO PARODI,380G,PESCE,2026-03-24,2026-04-06
FIORI DI NASELLO FINDUS,200G,PESCE,2026-05-05,2026-05-18
FISH POPS CROCCANTI DI MERLUZZO,400G,PESCE,2025-03-25,2025-04-07
FRITTO MISTO PREFRITTO,250G,PESCE,2024-04-02,2024-04-15
GALSSA BIFFI,180G,PESCE,2024-03-19,2024-04-01
GAMBERETTI BOREALI SGUSCIATI,200G,PESCE,2026-04-21,2026-05-04
GAMBERETTI BOREALI SGUSCIATI COTTI,200G,PESCE,2024-05-07,2024-05-20
GAMBERETTI BOREALI SQUEEZATI,200G,PESCE,2023-12-19,2023-12-31
GAMBERI ARGENTINI,G800,PESCE,2026-06-02,2026-06-15
GAMBERI ARGENTINI ARBI,400G,PESCE,2025-06-03,2025-06-16
GAMBERI ARGENTINI INTERI SELVAGGI,400G,PESCE,2026-03-24,2026-04-06
GAMBERI ARGENTINI SELVAGGI,600G,PESCE,2026-02-24,2026-03-09
GAMBERI ARGENTINI SGUSCIATI,250G,PESCE,2026-01-27,2026-02-09
GAMBERI E ZUCCHINE,180G,PESCE,2026-04-21,2026-05-04
GAMBERI IMPANATI PER SUSHI,250G,PESCE,2025-01-14,2025-01-27
GAMBERI MEDI,G250,PESCE,2026-06-02,2026-06-15
GAMBERI MEDI IN SALAMOIA,150G,PESCE,2024-05-21,2024-06-03
GAMBERO ARGENTINO,800G,PESCE,2025-12-16,2025-12-31
GAMBERO ARGENTINO SELVAGGIO,800G,PESCE,2023-12-19,2023-12-31
GAMBERO INDOPACIFICO SCOTTATO SQUASCIATO,200G,PESCE,2026-02-10,2026-02-23
GAMBERO INDOPACIFICO SGUSCIATO,300G,PESCE,2026-05-05,2026-05-18
GHIOTTINE COCKTAIL DI GAMBERI,200G,PESCE,2023-12-19,2023-12-31
GHIOTTINE RUSSA E GAMBERI,300G,PESCE,2023-12-19,2023-12-31
INSALATA CON TONNO,220G,PESCE,2025-07-01,2025-07-14
INSALATA CON TONNO ACTIVE PRO MAREBLU,220G,PESCE,2026-04-21,2026-05-04
INSALATA CON TONNO NUTRINICK MARUZZELLA,220G,PESCE,2024-07-16,2024-07-29
INSALATA DI MARE,150G,PESCE,2026-03-10,2026-03-23
INSALATA DI TONNO,230G,PESCE,2024-06-04,2024-06-17
INSALATONNA,160G,PESCE,2025-05-20,2025-06-02
LINEA MAREBLU,N/D,PESCE,2026-05-19,2026-06-01
MAZZANCOLLE TROPICALI,250G,PESCE,2023-12-05,2023-12-18
MAZZANCOLLE TROPICALI NORDIC SEAFOOD,300G,PESCE,2024-08-13,2024-08-26
MAZZANCOLLE TROPICALI SEA QUEEN,250G,PESCE,2024-02-13,2024-02-26
MEDAGLIONI DI MERLUZZO,750G,PESCE,2025-11-18,2025-12-01
MEDAGLIONI DI MERLUZZO ATLANTICO,720G,PESCE,2025-04-22,2025-05-05
MERLUZZO AL GRATIN,400G,PESCE,2024-11-19,2024-12-02
MERLUZZO AL GRATIN COMOHODORI E BASILICO,400G,PESCE,2026-01-27,2026-02-09
MERLUZZO AL GRATIN CON POMODORI E BASILICO,400G,PESCE,2025-03-25,2025-04-07
MISTO SCOGLIO,300G,PESCE,2024-03-19,2024-04-01
MISTO SCOGLIO ARBI,300G,PESCE,2026-05-05,2026-05-18
NASELLO PANATO PESCANOVA,200G,PESCE,2026-03-10,2026-03-23
NASELLO SUDAFRICANO APPETAIS,N/D,PESCE,2025-01-14,2025-01-27
ORATA EVISCERATA,300G,PESCE,2025-12-16,2025-12-31
PASTA DI ACCHIUGHE DELICIOUS,60G,PESCE,2025-06-03,2025-06-16
PASTA DI ACCHIUGHE DELICIUS,60G,PESCE,2026-05-19,2026-06-01
PASTA RIPIENA A BASE DI PESCE DIVERSI,200G,PESCE,2025-12-16,2025-12-31
PEPERONCINI CON TONNO POLI,850G,PESCE,2025-04-08,2025-04-21
PEPERONCINI CON TONNO SATOS,550G,PESCE,2026-03-24,2026-04-06
PESCE PRONTO,200G,PESCE,2025-08-26,2025-09-08
PESCE SPADA A TRANCE,N/D,PESCE,2025-10-07,2025-10-20
PIATTO PRONTO MIX&GO NOSTRO MESSICANA MEDITERRANEA,190G,PESCE,2025-06-03,2025-06-16
PLANT POWER MAREBLU,120G,PESCE,2025-03-25,2025-04-07
